Dimension,State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DummyDim3,PA,88,806,651-3328,yes,yes,500,3.53049075,3,3.81729628,5.22778816,2,4.31174963,4.16131793,300,5.61299464,4.23085767,5,2.96835655,7,False.
DummyDim3,WA,88,876,735-4901,yes,yes,400,11.2899411,4,8.00081939,9.49874866,0,9.02615101,1.53808931,300,6.7742865,5.67364724,5,7.8851801,4,True.
DummyDim3,GA,35,716,133-4534,no,yes,300,4.65457105,1,6.31358643,5.10879123,2,5.31009722,3.6927316,250,4.46285821,3.70055934,3,5.95836996,7,True.
DummyDim3,VT,91,868,534-7961,no,no,0,8.67963575,2,5.34041947,5.27225947,2,7.5506086,3.60005294,300,6.16429874,4.83502478,8,3.56839023,8,False.
DummyDim3,NM,189,787,777-7528,yes,yes,300,6.15274196,5,6.76492798,5.01711421,5,5.92045962,4.34513164,200,5.42136531,4.40099945,3,4.8030313,7,True.
DummyDim3,MD,88,776,813-6646,no,no,0,5.75011173,0,7.85067762,6.23277477,4,3.02715199,4.79522192,350,4.66559053,5.57282441,7,4.3142238,6,False.
DummyDim3,WI,174,877,906-7817,no,no,0,1.75094013,3,0.50900572,0.48096205,0,4.01456126,3.55117347,250,1.84274348,4.65364602,7,3.27512632,6,False.
DummyDim3,NV,171,788,638-6590,no,yes,0,2.50685972,0,7.53818876,4.82077177,4,2.3299325,2.16597049,300,5.94264555,4.76300067,2,0.04579997,11,True.
DummyDim3,NJ,41,787,656-6283,no,no,0,6.85800712,3,4.80035423,6.85021551,1,6.81733569,2.4403572,200,6.33265882,4.00848006,4,5.6244369,7,True.
DummyDim3,ME,182,776,175-7011,no,no,0,2.30190279,2,5.94167617,5.90377823,3,3.92254685,3.11800997,350,4.16385578,4.66486462,2,5.49066323,7,True.
DummyDim3,AR,122,658,542-1880,yes,yes,300,8.46729461,4,5.36077024,8.69394371,0,7.31424761,3.09936745,250,6.63629149,4.27144904,5,6.10700471,6,True.
DummyDim3,SC,45,836,637-3765,yes,no,0,6.07908901,4,5.72047409,2.9613162,7,5.50318072,7.91532452,250,4.05888382,4.51069116,6,2.46642251,6,False.
DummyDim3,IA,8,736,832-8573,no,yes,1000,6.97509402,1,4.997821,2.64493264,1,6.89364073,6.85792959,350,4.25966039,4.40441435,8,4.02724798,6,False.
DummyDim3,VA,97,866,270-9318,no,no,0,3.82439873,3,3.67802524,5.78765351,1,5.51563226,5.46493115,200,3.59867,5.46959755,3,8.10845631,5,True.
DummyDim3,UT,157,858,268-9926,yes,no,0,7.95757089,5,5.66075999,4.04188558,6,4.69988903,7.65042014,50,5.20022793,3.97016548,7,4.03871205,3,True.
DummyDim3,NE,2,786,109-4382,no,yes,900,3.11863071,4,2.04235473,2.54670758,0,4.5380184,4.08301505,100,5.4641747,5.00010354,6,3.23271638,7,True.
DummyDim3,RI,171,827,403-2343,yes,no,0,7.26740024,2,5.86670953,4.31316625,3,5.96499939,6.64041048,250,5.00362856,3.01700733,6,3.4025533,7,False.
DummyDim3,WA,42,876,771-7688,no,no,0,7.11483611,4,6.90572056,5.7950529,4,5.57724007,5.40088857,100,3.48798315,5.53900868,6,7.92237433,3,True.
DummyDim3,NM,4,787,710-7205,yes,no,0,5.19185537,6,0.46946336,5.7392948,4,6.81159875,4.13735761,50,5.81138626,6.77843728,6,5.57656755,7,True.
DummyDim3,MA,181,776,546-9264,yes,no,0,7.58687093,2,6.91592449,8.08014807,2,5.43046386,2.77093811,300,6.23172321,3.64523128,6,4.17187423,6,True.
DummyDim3,NE,139,786,668-5296,no,yes,400,4.23142279,2,2.85696672,4.16597648,0,4.95650948,4.58811766,150,5.55583173,5.99644097,5,3.57860825,7,True.
DummyDim3,SC,178,836,961-3312,no,no,0,7.33912586,0,6.97458021,4.44973127,2,6.49011843,4.07274108,150,5.09242418,4.74867977,4,6.42656632,5,True.
DummyDim3,ND,175,786,824-8163,no,yes,200,7.5211405,3,8.64914923,4.45377626,4,4.8733824,2.4723575,150,6.65644923,4.14560179,6,1.22520724,8,True.
DummyDim3,ID,11,736,762-7230,no,yes,400,6.30988467,6,4.30124568,5.59666516,1,4.30709181,2.596072,100,7.58210463,4.35071703,8,0.25269014,7,True.
DummyDim3,AK,59,657,966-8485,no,yes,400,5.61995096,2,6.48147221,4.60163742,4,4.34010188,4.46990851,200,5.15813496,3.76809492,6,3.53661137,6,True.
DummyDim3,OK,176,797,376-7048,no,yes,300,3.23265604,7,4.90729537,4.51925436,8,4.16355879,4.10559291,350,5.86124804,3.91606691,4,1.41373392,6,False.
DummyDim3,ND,123,786,819-2919,no,yes,400,8.58778105,2,6.97176677,7.21199566,3,5.97110867,5.02791644,200,4.67576586,4.42105105,7,7.13983238,3,True.
DummyDim3,NC,157,786,124-5868,yes,yes,200,12.3045175,1,9.0463339,7.76125564,1,9.54332673,3.35361229,200,5.55443592,3.42502953,5,9.06764915,3,True.
DummyDim3,CT,47,678,225-8291,yes,yes,900,5.20594353,5,2.17913562,5.59285729,2,7.48095538,4.65409975,300,5.33197149,4.14600843,5,4.98324748,8,False.
DummyDim3,ND,179,786,440-6395,yes,no,0,6.86985672,5,0.47355778,1.16114723,8,0.36484663,2.97052231,250,2.38690182,4.07248849,0,5.08866294,3,False.
DummyDim3,ND,31,786,423-2900,no,no,0,8.73778663,1,8.79454945,9.58268774,2,5.47204667,2.64247658,350,3.5126172,4.15788366,10,7.63384454,2,True.
DummyDim3,WI,75,877,228-5979,yes,no,0,10.4443186,6,6.26259849,7.91436593,2,7.65009163,5.95254405,50,4.25220961,4.29607769,7,9.12658695,2,True.
DummyDim3,SD,136,836,489-6778,no,yes,0,6.26072576,2,9.13931245,7.647438,7,3.74562771,2.92557954,400,5.10649363,5.12097807,6,2.99946844,6,True.
DummyDim3,AZ,177,659,967-4592,yes,yes,700,5.42093769,4,3.63223733,4.71344282,0,6.45610893,3.1093334,350,6.25173831,3.40755616,7,1.49272538,8,False.
DummyDim3,HI,160,727,397-3785,yes,no,0,5.18828786,1,4.9496925,3.28846752,2,5.00862571,3.72313193,150,5.64988369,4.28065423,5,4.81229391,4,False.
DummyDim3,RI,190,827,294-3013,yes,yes,400,6.64511015,2,6.08834166,7.65222271,2,4.62116771,3.46326563,250,5.89551533,4.47144538,6,5.06626104,5,True.
DummyDim3,PA,96,806,512-9083,no,no,0,6.88466388,7,6.55423335,4.1745307,7,4.31066885,4.11971418,100,7.74871955,5.85131457,5,0.74469412,7,True.
DummyDim3,VT,6,868,883-4031,yes,no,0,1.38463307,4,5.01626046,5.44475764,4,2.4527727,1.50420053,250,4.82163115,5.03952706,5,3.26114701,5,False.
DummyDim3,AR,39,658,338-5844,yes,no,0,6.03085005,1,8.26055383,7.21516339,6,2.85844387,4.85700723,350,4.83833859,4.72250842,6,4.16657297,6,False.
DummyDim3,MI,165,777,484-8729,no,no,0,1.92822981,4,0.93473398,0.4099907,4,3.83099432,5.07145806,150,1.98776617,3.17111262,3,5.68216151,3,False.
DummyDim3,IA,142,736,578-1014,yes,no,0,11.9321858,3,8.29251842,8.58502985,1,7.88921076,1.93521294,200,7.23367837,5.39509262,8,5.05661544,4,True.
DummyDim3,ME,126,776,185-7147,no,yes,600,5.21795899,5,4.45949267,3.89933004,3,5.53161446,5.76359141,100,4.47711043,5.58321073,4,5.77908967,6,True.
DummyDim3,CT,127,678,759-4847,yes,yes,100,6.27703178,2,8.53790667,6.78292611,2,5.58198613,1.5550205,250,5.52887713,4.93257688,3,4.58832893,8,True.
DummyDim3,IA,163,736,275-8436,no,yes,400,13.822982,2,9.25842611,8.23796001,3,8.28211941,5.66069047,150,3.928147,4.78294764,11,9.75360953,0,True.
DummyDim3,SD,126,836,550-1713,no,no,0,5.77950846,5,4.42341082,3.05570369,2,6.07301848,3.84436892,100,6.34656682,5.3390491,4,3.44167586,6,True.
DummyDim3,MS,197,778,627-8215,yes,no,0,5.46891363,1,5.56902262,5.19813331,2,4.72363464,5.93054238,400,3.37326741,5.60946095,9,4.09154051,6,False.
DummyDim3,NH,143,787,440-4613,yes,no,0,8.84849609,4,7.05723043,6.90993942,3,7.40441872,3.38946026,250,6.07536695,3.56055416,4,6.62020419,4,True.
DummyDim3,VA,21,866,330-2325,no,no,0,5.17592609,3,4.21675131,7.20433977,2,4.57196378,3.85141781,300,6.14315402,3.58129511,6,3.3047139,6,True.
DummyDim3,FL,40,707,332-3265,no,no,0,1.89853705,5,5.00483432,3.98628351,9,2.43704712,4.77866966,350,5.37009491,5.42761469,4,1.65404132,5,False.
DummyDim3,TX,166,848,828-6361,yes,yes,400,8.06373729,3,6.82782284,5.40425586,6,5.56377513,7.322185,150,3.8695132,5.54458389,6,7.71727668,1,True.
DummyDim3,MT,65,778,827-8445,no,no,0,1.46960064,4,3.10973965,3.99126941,1,4.32255799,3.31897372,450,2.9356364,4.9250969,10,1.02013154,7,False.
DummyDim3,ME,166,776,974-5993,no,no,0,6.75518314,5,3.56409152,5.00169761,1,7.26660419,3.074982,100,7.92756394,4.49255293,2,3.08706676,8,True.
DummyDim3,ME,96,776,631-3246,yes,no,0,4.19779899,2,2.07563846,1.12702429,4,7.53855609,4.05059482,300,4.24949574,4.58770979,8,2.57539729,9,False.
DummyDim3,NC,3,786,598-5811,yes,yes,600,4.82109484,2,4.99900907,3.27926329,2,4.88238172,5.11518831,200,4.30482052,7.34173209,6,3.88844541,6,False.
DummyDim3,MO,96,777,444-4227,yes,no,0,7.0597197,3,2.18120531,5.26974167,0,8.48114492,8.19337962,100,3.50625912,2.89700384,2,12.7523231,1,True.
DummyDim3,NE,62,786,928-9534,no,no,0,6.50023304,2,4.74713134,4.27300151,2,7.26411226,6.57363511,150,3.97121605,5.78700101,2,9.28627416,4,True.
DummyDim3,CO,29,677,531-8450,no,no,0,4.54965949,2,6.92508479,5.83510312,4,5.04936046,3.04682447,350,5.70866137,4.89506618,2,4.45420269,8,True.
DummyDim3,NJ,141,787,373-7728,yes,yes,600,7.80109552,3,5.12077346,5.40711501,0,7.97039166,4.26501064,100,4.33851403,4.69496792,5,9.56594981,3,True.
DummyDim3,CA,117,676,287-8649,yes,yes,100,1.2098719,4,4.95288351,7.13349899,7,1.40427708,3.33488244,300,4.94019589,4.26557089,4,2.83768206,6,False.
DummyDim3,AL,22,657,388-2732,no,no,0,6.84016205,3,5.72483256,4.09398342,2,5.20615127,3.69020024,150,6.68486246,6.42695312,6,1.78845838,6,True.
DummyDim3,NY,46,788,545-3436,no,no,0,2.19551105,4,0.92312479,2.32518793,4,2.59108456,5.1351983,200,2.07826216,4.43306055,4,5.40708873,4,False.
DummyDim3,VT,105,868,675-2319,yes,yes,700,0.26384256,6,5.75205118,7.90830544,8,1.60343985,2.24040603,500,2.02520636,5.18750514,7,5.93528935,3,False.
DummyDim3,KS,193,758,249-4147,yes,no,0,9.28598634,1,6.66010927,4.15483208,1,7.92436716,2.29125009,200,8.11265874,5.44015445,4,2.63200016,6,True.
DummyDim3,NE,45,786,255-7767,no,no,0,5.27586788,2,5.65548043,4.45790779,3,4.52387245,4.61236225,150,6.26146416,5.64924299,3,3.01004681,7,True.
DummyDim3,MO,154,777,428-6999,no,no,0,7.06639145,2,5.93504692,2.41515569,5,5.04740884,6.68531061,200,6.60370595,3.74598766,6,0.09772067,7,False.
DummyDim3,OR,163,798,592-8310,yes,yes,400,4.44926768,3,4.96493475,4.11104274,3,4.48327838,5.1558679,200,5.35315746,4.86071356,3,4.25967362,6,True.
DummyDim3,MA,179,776,650-9755,yes,no,0,10.6294159,4,7.92264953,5.80001137,2,8.04737109,3.10664423,100,6.62124116,3.53970129,5,5.14841217,5,True.
DummyDim3,IA,72,736,400-4413,yes,no,0,9.24099606,1,8.63906813,5.40628591,4,6.76788527,4.27726162,200,5.88830414,5.40178081,4,5.38991697,5,True.
DummyDim3,KY,21,758,231-7728,yes,yes,400,8.32689267,6,5.27962674,7.08401401,3,5.23974494,5.06642538,100,5.72862108,6.32231104,9,3.3045403,5,True.
DummyDim3,UT,198,858,172-3011,yes,yes,700,3.66498818,2,2.98248026,4.89318117,2,5.50579385,4.51895698,250,3.00228004,5.67804766,8,4.19149658,8,False.
DummyDim3,WA,67,876,743-3048,yes,no,0,4.74052572,6,0.77947281,2.93587398,3,1.92592985,0.59529854,400,2.86322528,6.02753374,5,2.04117336,6,False.
DummyDim3,MA,43,776,285-7395,yes,no,0,4.8862382,1,6.37842164,4.59071679,2,4.23241034,3.33542042,200,5.26035751,5.48722678,5,2.45676884,8,True.
DummyDim3,WA,33,876,339-1517,no,yes,300,6.33523652,3,7.431005,5.46200657,6,4.58432321,4.50649739,200,4.95545483,4.97930771,5,4.71149451,5,True.
DummyDim3,IA,124,736,149-5274,no,yes,700,1.0604558,4,3.4007443,6.11905318,0,3.68702465,1.52948675,250,4.06920909,4.45308757,4,7.55178953,4,False.
DummyDim3,AK,86,657,914-4801,yes,no,0,0.18260565,1,2.86727462,2.60379119,2,2.21438703,3.91932327,200,3.95177622,6.45145076,4,4.48909971,5,False.
DummyDim3,SD,23,836,107-2136,no,yes,500,3.30074949,5,6.62309441,7.5606067,5,3.05081279,1.95320887,200,4.72269645,4.03019681,3,8.07770481,3,False.
DummyDim3,WY,53,878,578-3901,yes,yes,200,7.85467174,2,6.51774962,7.65678822,1,5.73928279,1.81874561,300,6.72940745,5.34591121,7,2.83787394,6,True.
DummyDim3,KY,127,758,419-4073,yes,no,0,7.45163653,5,6.0073823,4.90344891,7,5.09506637,9.20726934,50,3.16331452,3.93953102,6,8.06463107,2,True.
DummyDim3,MO,118,777,185-5182,yes,yes,200,5.56054664,5,5.65431047,7.58938192,2,4.69719049,3.55869587,250,6.16230344,4.68380329,4,3.37855566,8,True.
DummyDim3,AL,183,657,966-3575,yes,yes,600,1.00835983,1,3.81217697,0.7326473,4,3.63641329,6.15403266,250,2.52107572,6.69965761,6,2.52648787,5,False.
DummyDim3,AZ,62,659,985-8753,yes,no,0,9.88662018,2,10.4891415,6.47425799,5,5.91755161,2.76708746,200,5.69376489,3.56205292,7,3.88866938,5,True.
DummyDim3,MI,49,777,832-9758,yes,no,0,4.68290508,0,4.11742485,5.20433131,4,4.61965865,2.07965306,200,5.74486435,5.61867464,7,3.90823847,9,False.
DummyDim3,LA,149,766,430-4757,no,no,0,4.73684088,4,5.31442312,6.05628037,2,4.82249457,4.10951232,250,3.98781174,5.76040598,6,4.98470827,6,False.
DummyDim3,VT,111,868,437-9500,no,no,0,0.21057706,5,3.673358,4.81391019,7,2.15389458,4.45135207,300,3.59772703,4.81555654,3,4.27835565,5,False.
DummyDim3,RI,173,827,878-5328,yes,no,0,6.27291825,4,5.69770322,6.40890695,4,4.19782205,3.74016401,250,6.13923841,4.25561277,7,2.34665659,5,True.
DummyDim3,MI,106,777,695-4850,yes,no,0,1.9520928,4,4.51907293,3.99372597,4,3.97705979,4.9058039,200,2.77462016,3.58855404,4,7.29010086,4,False.
DummyDim3,AR,136,658,631-1676,no,no,0,3.66149567,4,6.77889499,6.07388171,6,2.89948022,3.32542657,300,6.24201955,6.27667601,3,2.34914693,8,True.
DummyDim3,DC,72,686,781-6087,yes,no,0,8.6349968,4,6.55966072,8.49548098,2,5.93665078,5.25084107,150,4.95977245,5.80249042,6,7.02321215,5,True.
DummyDim3,WI,110,877,391-7787,yes,yes,600,6.47836682,3,6.00998827,3.89891482,3,5.9771255,4.96129881,150,4.7506913,4.35498036,5,6.13945498,5,False.
DummyDim3,IA,72,736,783-5561,yes,yes,400,3.4529521,1,5.54269534,5.45929474,6,2.93107921,7.00228228,150,3.45867889,5.04526856,2,8.80872002,3,False.
DummyDim3,AZ,68,659,270-3219,yes,yes,800,5.22803717,6,6.2767198,8.32516662,4,4.5087286,3.96553973,350,4.070811,4.21112065,6,6.59360599,5,False.
DummyDim3,LA,70,766,443-5662,yes,yes,100,4.19486919,6,0.43113992,3.27134015,3,1.65405423,0.11221708,200,5.47761447,5.97928449,1,1.9658967,7,False.
DummyDim3,AZ,141,659,472-8238,no,no,0,0.57611057,5,2.71218423,1.32277336,3,4.35992683,2.42749905,250,4.45637673,4.3891906,5,1.29286417,6,False.
DummyDim3,TX,92,848,170-3465,no,no,0,5.05125302,2,3.15191425,3.1220882,0,6.61130274,9.07430438,250,1.81009935,4.42860974,7,6.40779545,6,False.
DummyDim3,OH,117,797,212-4829,yes,no,0,15.4311141,7,7.68013169,8.20554797,4,10.3152392,6.10312941,100,8.03358786,6.03558067,6,6.46581303,3,True.
DummyDim3,SC,64,836,790-8977,yes,no,0,7.91240548,2,6.40180885,5.97812937,1,5.49508382,3.46509039,150,6.72429501,3.13645936,6,3.2364083,6,True.
DummyDim3,ID,36,736,773-6752,no,no,0,3.50655454,5,0.97644607,5.52545525,1,4.61398608,4.4964013,150,6.36630083,8.1353073,5,3.04907346,7,True.
DummyDim3,RI,151,827,382-5223,yes,no,0,5.6202339,0,6.62747701,5.30164362,0,5.75381909,1.14154916,300,6.45089751,7.84152002,4,3.31059711,8,True.
DummyDim3,PA,105,806,325-5993,yes,yes,500,5.3362566,2,5.04207733,2.47132067,4,4.79300523,5.41486069,300,7.00450302,6.56832813,5,0.01447806,7,False.
DummyDim3,WY,139,878,158-5398,yes,yes,0,8.48485296,0,7.80012299,6.62592974,0,6.52573402,0.93692745,300,7.44210489,5.13675701,6,1.66620642,8,True.
DummyDim3,ME,62,776,475-9113,no,yes,300,0.39003254,6,1.92744315,0.86097785,6,4.30272732,4.10007818,150,3.07566959,6.7825552,4,3.46882947,3,False.
DummyDim3,NE,78,786,217-1763,yes,yes,300,5.99217003,1,6.34004516,4.12377717,0,6.26362194,2.54011776,200,5.59136398,4.96405296,4,4.5982995,7,True.
DummyDim3,TN,20,847,868-9788,no,yes,800,8.82122719,0,7.27631556,6.39161293,2,5.40100491,7.48015299,250,4.19892354,3.98985179,8,5.75049649,6,False.
DummyDim3,MI,138,777,265-9099,no,yes,300,13.9096741,8,8.13605941,7.18074455,6,7.54043884,5.89709939,50,6.91483629,6.14654154,10,3.77415393,2,True.
DummyDim3,SC,25,836,576-7434,yes,no,0,7.61603252,3,6.78066697,8.25497513,2,5.06275763,3.2639263,300,6.54500934,4.83512354,6,3.20161869,7,True.
DummyDim3,MN,156,777,560-4123,yes,yes,200,5.1702617,4,7.14496666,6.59212833,5,3.14103681,3.61588776,250,5.68112698,6.55166201,6,1.63805524,8,True.
DummyDim3,NV,21,788,597-2357,no,no,0,1.52388211,5,7.34953184,5.84243707,10,2.17992926,3.21928207,200,2.14288987,3.84471325,3,9.48895396,0,False.
DummyDim3,KY,168,758,114-1011,no,no,0,0.33327042,4,3.69875114,4.24796555,6,2.09281109,2.96833562,250,3.80545621,4.14676907,4,3.84278703,4,False.
DummyDim3,NC,184,786,103-2296,yes,no,0,2.34605506,4,3.62253164,4.1633787,2,4.42435149,2.28021941,350,5.36140188,5.09264781,6,2.21250486,6,False.
DummyDim3,OH,4,797,125-6326,no,yes,200,7.62080667,2,6.56827098,4.98220172,2,6.18168802,3.18243389,200,6.80577514,5.94949583,5,3.04940905,7,True.
DummyDim3,NJ,79,787,874-6922,no,no,0,9.75408758,5,7.39441342,7.77059883,5,5.26918604,5.864073,200,5.26229765,4.58103695,9,5.18266059,3,True.
DummyDim3,IA,126,736,981-4136,yes,no,0,1.1129123,4,1.49788317,2.77162291,1,5.05109929,2.72449022,300,4.03525046,7.0288344,7,1.53008725,8,False.
DummyDim3,MN,183,777,523-7047,yes,yes,300,0.94613707,5,3.3654501,5.44832427,4,3.54075299,2.50504812,200,5.00553245,3.37839839,1,6.08694985,5,False.
DummyDim3,MD,104,776,733-8545,yes,no,0,16.682624,4,7.7870307,9.09954065,0,10.3700065,3.1163738,100,8.46259665,4.46656209,11,5.25409055,2,True.
DummyDim3,WV,105,878,550-2522,no,no,0,1.61220682,6,3.43520641,4.04346864,5,4.49880968,3.68748097,300,4.27979491,6.96350014,4,4.48024535,4,False.
DummyDim3,NV,47,788,940-7205,yes,no,0,1.40915205,6,6.36788526,5.44244938,12,1.54179509,5.48979839,150,2.73466779,5.88805865,2,6.54832879,2,False.
DummyDim3,NH,146,787,317-9023,no,yes,200,1.29612484,5,2.87769753,1.56201041,8,2.81869997,4.86072753,200,2.31950321,4.57204479,4,3.96673065,3,False.
DummyDim3,NE,187,786,691-8852,yes,no,0,2.127761,4,3.46977451,5.08996538,0,3.79864246,1.7398761,250,5.58108187,4.34974933,5,3.10691053,7,False.
DummyDim3,NJ,54,787,534-3642,yes,yes,700,2.70140839,2,5.27697601,6.78950258,0,3.37748202,2.00849917,300,4.3084766,5.41638243,6,4.58782308,8,False.
DummyDim3,NV,122,788,205-1145,no,yes,200,8.54818631,2,7.79080254,8.35286692,3,5.99465513,3.85954201,300,5.32941036,3.17824676,6,6.3929819,4,True.
DummyDim3,CA,101,676,539-6813,no,no,0,7.00480744,4,3.97439754,8.47835061,3,5.91750303,1.91195359,200,5.6869805,3.54077364,9,4.92288929,6,True.
DummyDim3,SD,98,836,765-8607,no,no,0,0.19725786,2,3.91692792,3.8386971,4,2.05290107,3.9658857,350,2.94375456,2.494309,5,5.08800283,4,False.
DummyDim3,NJ,89,787,247-3369,yes,no,0,10.575914,3,7.75517758,7.41359213,1,6.45861147,2.69397233,300,8.9382768,7.46260827,6,1.96890358,8,False.
DummyDim3,MA,44,776,675-6093,no,yes,200,11.7858251,6,8.41378169,7.5313827,6,7.09803005,6.18047205,100,5.45363073,5.86056877,7,6.40441887,2,True.
DummyDim3,MN,21,777,403-1505,no,no,0,0.84385859,3,1.12475638,1.34772502,0,5.45281914,4.74977594,350,2.78300488,4.38414605,8,2.2549318,7,False.
DummyDim3,MN,147,777,969-8281,no,yes,400,0.60042009,2,0.3710984,1.18817904,0,4.7528652,4.85808582,200,4.13135997,5.51492431,8,2.21894725,9,False.
DummyDim3,AR,41,658,872-6616,no,no,0,4.73913757,4,2.91762772,4.09337821,3,4.59413073,6.70529111,100,4.67859829,5.44750729,6,6.15473543,3,True.
DummyDim3,NM,136,787,463-5915,yes,yes,900,1.28417478,3,0.18486806,1.62699292,3,6.22485729,4.72451844,300,3.26850792,6.32437864,8,2.59681693,8,False.
DummyDim3,NJ,131,787,564-5090,yes,no,0,5.91043685,7,3.61353947,7.39790682,0,6.9797692,3.7162148,250,4.74949132,3.91981284,6,6.69843772,6,False.
DummyDim3,SD,155,836,908-1790,no,no,0,4.25149423,5,3.02281667,4.91662076,0,4.76095531,4.35796035,150,5.79140559,3.75769502,5,3.96445135,7,True.
DummyDim3,RI,114,827,124-6703,no,yes,200,11.6523574,2,7.74329439,7.83949901,2,7.84889489,3.62691211,250,7.62567499,6.01958814,6,5.28056325,4,True.
DummyDim3,IA,178,736,296-3534,no,yes,200,4.85836013,2,6.8698582,5.64015501,4,2.70056747,4.06318686,200,6.07546399,4.14287719,5,1.33069427,8,True.
DummyDim3,LA,94,766,625-4759,no,no,0,5.87743392,3,4.84641339,6.28441105,2,4.66733547,3.06887431,400,7.92215723,3.27465524,6,0.33935652,8,False.
DummyDim3,WI,34,877,136-4395,yes,no,0,1.4835887,6,5.79207172,6.07633193,8,1.85870191,3.36397579,350,4.1266176,5.08225817,5,2.62323252,5,False.
DummyDim3,LA,33,766,390-4098,yes,no,0,1.06161373,6,3.87003852,4.64642919,2,3.96983563,1.60194728,150,3.62857969,4.51039717,4,5.37225982,5,False.
DummyDim3,WA,192,876,132-9691,yes,no,0,0.64891262,4,3.2440364,4.77211799,1,3.42076713,1.18582206,300,3.80654248,5.97143227,7,3.83146673,5,False.
DummyDim3,DC,132,686,603-3676,no,no,0,3.02142189,2,1.05064535,0.11366267,2,2.60749472,2.94811543,200,1.65440533,3.32392763,7,3.63067194,4,False.
DummyDim3,NH,36,787,386-8497,no,no,0,5.47946156,3,4.79403693,4.79937573,0,7.12203088,2.10704666,200,6.13728663,6.32735098,3,4.50271558,7,True.
DummyDim3,NM,162,787,997-3334,yes,yes,800,9.1195636,3,7.17995062,5.9116922,2,6.77368488,5.51734802,300,4.55913794,4.73002943,9,5.03165969,6,False.
DummyDim3,MS,139,778,742-5779,no,yes,400,7.36315063,7,7.53429999,6.69176394,5,4.48940239,2.18645813,200,7.54354862,4.44711978,6,0.74445534,8,True.
DummyDim3,AL,131,657,178-4864,no,no,0,0.42665951,5,5.85278588,6.77595136,9,1.10889751,3.73112182,250,2.91887563,4.01941486,3,7.66872729,2,False.
DummyDim3,AK,143,657,695-8933,yes,no,0,2.36574374,1,3.49938426,2.28673458,3,3.51611078,5.61977448,200,4.45203459,4.11510481,5,2.75974723,6,False.
DummyDim3,MS,133,778,997-9385,yes,yes,200,0.42735406,5,4.46273842,6.36258822,6,1.20942706,2.12622195,250,4.60541373,4.22785231,2,4.62420074,5,False.
DummyDim3,WI,185,877,886-4668,no,no,0,0.34638101,2,1.44096691,0.88067347,1,5.09465839,6.16086347,250,1.7370352,5.47279712,8,1.06164182,7,False.
DummyDim3,DE,129,686,238-9185,yes,yes,900,3.92234321,6,4.85727756,6.39503687,1,5.6761642,2.24761985,400,5.01768742,4.94566143,5,5.10324955,7,False.
DummyDim3,TX,54,848,906-8503,yes,yes,800,1.29524473,2,2.58864907,5.21727896,0,3.4879087,4.29405645,350,3.0339111,5.46480065,7,5.04396978,6,False.
DummyDim3,DE,9,686,968-6884,yes,no,0,0.53465608,2,3.0664609,5.21715067,3,1.18525095,3.74208574,200,4.15193305,4.07677926,3,5.25217514,6,False.
DummyDim3,NM,115,787,620-9100,no,yes,600,2.60420693,2,3.23190019,3.86609977,1,4.10427675,1.73658732,200,5.93579344,5.9362136,5,2.58446447,8,False.
DummyDim3,NC,93,786,692-3993,no,yes,400,1.88097726,4,7.65286725,8.41163628,11,1.06445532,4.27316552,400,2.89437046,3.98878095,4,8.30495993,1,False.
DummyDim3,MA,111,776,295-6546,yes,yes,700,0.06716196,3,2.55402099,3.99953738,1,3.06318555,2.38581192,300,3.28300797,4.86395245,7,3.77973953,5,False.
DummyDim3,MA,79,776,390-3047,yes,no,0,3.02554275,3,2.16875059,2.45199717,4,0.91069684,2.17270016,200,4.05217421,6.64742576,3,2.77322733,5,False.
DummyDim3,LA,140,766,128-5385,yes,no,0,5.77676809,3,4.86108765,3.7175359,3,6.59400596,5.4193457,350,4.54731637,4.79331093,6,5.29309163,5,False.
DummyDim3,MA,191,776,146-3142,no,no,0,7.68539492,4,6.09224425,6.78768872,3,5.59132938,5.34181523,200,5.04162066,4.63491265,6,5.7843341,5,True.
DummyDim3,NY,147,788,698-8735,yes,no,0,2.0512662,4,2.77960482,6.27102818,7,0.63674328,5.24082505,350,2.39006153,4.00084506,3,5.91629677,4,False.
DummyDim3,CT,109,678,888-6453,no,no,0,1.15814199,4,2.67557359,0.54391182,4,5.47567655,5.26921561,250,2.80898902,5.61824919,5,4.62685134,4,False.
DummyDim3,IN,167,737,234-2678,no,yes,700,7.25012279,4,5.95677355,7.02572205,2,6.07347641,5.6727712,350,3.70474026,3.48442028,9,4.81882634,6,False.
DummyDim3,TN,76,847,694-6149,yes,no,0,10.6916829,3,6.10354743,5.87980015,0,10.3845135,6.28673832,50,4.1868299,4.85755693,2,12.6880586,2,True.
DummyDim3,ND,187,786,687-7827,yes,no,0,7.96246007,6,5.4907871,5.69217131,5,3.76145799,4.34116243,150,8.41133004,4.69982769,9,1.8414269,7,True.
DummyDim3,OH,26,797,221-7773,no,yes,600,2.26160468,4,3.05423776,4.76541359,5,1.51583436,3.54054184,350,1.42902146,5.46165264,6,5.39704137,4,False.
